"site","school","id","wave","male","math","sci"
4,239,1371,1,1,77.72,74.51
4,239,1371,2,1,74.94,77.47
4,239,1371,3,1,84.14,81.12
4,239,1371,4,1,NA,NA
4,239,1379,1,1,65.49,76.85
4,239,1379,2,1,75.2,80.17
4,239,1379,3,1,80.42,83.67
4,239,1379,4,1,77.37,81.65
4,239,1413,1,0,69.17,67.92
4,239,1413,2,0,67.81,61.66
4,239,1413,3,0,64.68,58.47
4,239,1413,4,0,64.42,66.77
4,239,1533,1,1,38.19,58.63
4,239,1533,2,1,35.94,55.91
4,239,1533,3,1,49.56,61.68
4,239,1533,4,1,41.68,72.1
4,239,1535,1,0,68.82,66.46
4,239,1535,2,0,77,70.68
4,239,1535,3,0,78.66,74.92
4,239,1535,4,0,75.35,76.04
4,239,1741,1,0,40.28,56.46
4,239,1741,2,0,38.57,NA
4,239,1741,3,0,43.58,50.43
4,239,1741,4,0,37.9,43.32
4,239,1839,1,0,68.31,61.71
4,239,1839,2,0,75.37,62.91
4,239,1839,3,0,74.51,62.77
4,239,1839,4,0,81.15,58.46
4,239,2239,1,1,60.45,60.17
4,239,2239,2,1,NA,56.75
4,239,2239,3,1,67.22,59.63
4,239,2239,4,1,69.81,NA
4,239,2299,1,0,63.33,63.65
4,239,2299,2,0,69.07,67.73
4,239,2299,3,0,71.58,66.88
4,239,2299,4,0,69.94,74.68
4,239,2605,1,0,66.83,57.14
4,239,2605,2,0,71.75,60.34
4,239,2605,3,0,72.24,66.27
4,239,2605,4,0,66.19,66.93
4,239,2616,1,1,55.98,64.81
4,239,2616,2,1,54.08,66.54
4,239,2616,3,1,64.85,76.31
4,239,2616,4,1,78.65,83
4,239,2636,3,1,60.19,66.7
4,239,2636,4,1,61.53,67.26
4,239,2636,1,1,51.43,64.56
4,239,2636,2,1,55.32,62.4
4,239,2766,1,0,76.92,69.57
4,239,2766,2,0,82.07,73.27
4,239,2766,3,0,89.42,75.44
4,239,2766,4,0,85.86,82.94
4,239,2947,1,0,51.69,56.97
4,239,2947,2,0,52.14,55.02
4,239,2947,3,0,54.58,55.83
4,239,2947,4,0,54.74,56.53
4,239,3179,1,0,61.54,55.94
4,239,3179,2,0,64.4,50.4
4,239,3179,3,0,73.54,NA
4,239,3179,4,0,75.14,63.78
4,239,3235,1,0,68.98,68.49
4,239,3235,2,0,80.5,70.27
4,239,3235,3,0,79.87,75.08
4,239,3235,4,0,79.4,79.52
4,239,3245,1,1,68.49,59.08
4,239,3245,2,1,74.06,60.36
4,239,3245,3,1,79.35,66.28
4,239,3245,4,1,NA,60.61
4,239,3543,1,0,51.31,51.37
4,239,3543,2,0,50.37,55.37
4,239,3543,3,0,54.12,54.8
4,239,3543,4,0,43.23,51.56
4,239,3593,1,1,68.81,52.39
4,239,3593,2,1,76.97,59.28
4,239,3593,3,1,81.33,59.89
4,239,3593,4,1,79.13,72.27
4,239,3901,1,0,64.37,65.92
4,239,3901,2,0,67.69,63.84
4,239,3901,3,0,72.43,58.72
4,239,3901,4,0,71.34,57.43
4,239,4479,1,0,80.53,76.24
4,239,4479,2,0,78.35,74.98
4,239,4479,3,0,82.4,80.72
4,239,4479,4,0,84.36,78.48
4,239,4544,1,0,65.95,68.36
4,239,4544,2,0,69.8,62.36
4,239,4544,3,0,68.95,69.14
4,239,4544,4,0,68.08,68.86
4,239,5113,1,0,62.37,63.48
4,239,5113,2,0,71.89,NA
4,239,5113,3,0,72.47,69.25
4,239,5113,4,0,68.7,66.12
4,239,5408,1,1,75.18,72.84
4,239,5408,2,1,79.33,76.39
4,239,5408,3,1,76.1,85.52
4,239,5408,4,1,85.06,NA
4,239,5499,3,0,67.92,76.75
4,239,5499,4,0,NA,75.62
4,239,5499,1,0,66.64,71.79
4,239,5499,2,0,72.66,73.13
4,239,5535,1,1,66.29,76.57
4,239,5535,3,1,80.76,81.36
4,239,5535,4,1,69.27,78.14
4,239,5535,2,1,79.12,75.95
4,239,5864,4,1,72.31,NA
4,239,5864,1,1,64.53,76.6
4,239,5864,3,1,67.94,75.19
4,239,5864,2,1,NA,NA
4,239,6480,2,0,70.99,52.99
4,239,6480,3,0,64.89,61.83
4,239,6480,1,0,62.38,59.51
4,239,6480,4,0,NA,NA
4,239,6638,2,0,85.91,75.1
4,239,6638,3,0,85.06,80.3
4,239,6638,1,0,76.76,76.49
4,239,6638,4,0,86.99,79.56
3,241,1155,1,1,60.8,64.21
3,241,1155,2,1,64.07,63.47
3,241,1155,3,1,63.86,57.6
3,241,1155,4,1,68.04,67.22
3,241,1981,1,0,44.35,57.97
3,241,1981,2,0,NA,NA
3,241,1981,3,0,62.52,61.29
3,241,1981,4,0,64.33,69.09
3,241,2075,3,1,68.85,68.97
3,241,2075,4,1,NA,69.1
3,241,2075,2,1,69.6,NA
3,241,2075,1,1,55.53,62.48
3,241,2330,1,1,48.1,56.08
3,241,2330,2,1,NA,49.45
3,241,2330,3,1,50.53,60.52
3,241,2330,4,1,44.58,NA
3,241,2434,3,1,79.42,65.77
3,241,2434,4,1,NA,77.08
3,241,2434,1,1,60.78,62
3,241,2434,2,1,75.96,66.71
3,241,2500,1,0,58.25,62.83
3,241,2500,2,0,NA,NA
3,241,2500,3,0,NA,NA
3,241,2500,4,0,68.88,67.6
3,241,2969,1,0,41,54.96
3,241,2969,2,0,NA,51.85
3,241,2969,3,0,NA,NA
3,241,2969,4,0,49.16,48.92
3,241,3232,1,0,73.45,67.98
3,241,3232,2,0,81.75,74.25
3,241,3232,3,0,NA,NA
3,241,3232,4,0,85.66,79.16
3,241,3293,1,0,51.9,61.11
3,241,3293,2,0,62.77,NA
3,241,3293,3,0,NA,NA
3,241,3293,4,0,67.19,65.75
3,241,3333,1,1,69,68.71
3,241,3333,2,1,NA,NA
3,241,3333,3,1,81.9,68.9
3,241,3333,4,1,80.61,70.73
3,241,3429,1,0,43.52,58.82
3,241,3429,2,0,52.65,NA
3,241,3429,3,0,NA,NA
3,241,3429,4,0,60.42,57.6
3,241,3716,1,1,52.64,39.78
3,241,3716,2,1,52.11,46.29
3,241,3716,3,1,66.78,55.37
3,241,3716,4,1,69.6,56.02
3,241,3871,1,0,52.04,60.32
3,241,3871,2,0,52.87,58.27
3,241,3871,3,0,NA,NA
3,241,3871,4,0,53.85,63.39
3,241,4108,1,0,59.94,65.27
3,241,4108,2,0,64.51,NA
3,241,4108,3,0,NA,NA
3,241,4108,4,0,65.3,68.91
3,241,4138,1,0,51.18,60.15
3,241,4138,2,0,55.27,53.62
3,241,4138,3,0,65.01,53.48
3,241,4138,4,0,61.65,60.77
3,241,4437,1,0,58.51,56.55
3,241,4437,2,0,64.96,NA
3,241,4437,3,0,67.64,55.99
3,241,4437,4,0,63.72,55.08
3,241,5069,1,0,60.63,60.11
3,241,5069,2,0,65.6,49.83
3,241,5069,3,0,75.7,48.03
3,241,5069,4,0,73.55,35.5
3,241,5344,1,0,54.03,58.06
3,241,5344,2,0,NA,NA
3,241,5344,3,0,NA,61.05
3,241,5344,4,0,62.13,58.61
3,241,5623,1,0,55.61,59.02
3,241,5623,2,0,60.15,64.75
3,241,5623,3,0,62.21,64.79
3,241,5623,4,0,70.99,65.64
3,241,5835,1,1,56.92,67.32
3,241,5835,2,1,66.53,68.27
3,241,5835,3,1,71.09,69.14
3,241,5835,4,1,70.18,NA
3,241,5858,1,1,NA,55.8
3,241,5858,2,1,NA,NA
3,241,5858,3,1,NA,52.7
3,241,5858,4,1,NA,NA
3,241,5953,2,1,67.06,59.65
3,241,5953,3,1,65.9,61.58
3,241,5953,4,1,74.55,71.59
3,241,5953,1,1,63.1,61.33
3,241,6029,1,1,44.49,59.49
3,241,6029,2,1,66.51,NA
3,241,6029,3,1,73.38,54.72
3,241,6029,4,1,79.64,49.75
3,241,6128,1,1,37.86,NA
3,241,6128,2,1,44.44,44.54
3,241,6128,3,1,NA,NA
3,241,6128,4,1,NA,31.95
3,241,6423,1,0,55.07,54.36
3,241,6423,2,0,59.28,60.37
3,241,6423,3,0,63.75,56.22
3,241,6423,4,0,69.94,56.39
3,241,6610,1,0,52.25,62.41
3,241,6610,2,0,60.11,NA
3,241,6610,3,0,NA,NA
3,241,6610,4,0,65.32,65.4
1,242,1057,1,0,33.67,42.62
1,242,1057,2,0,41.58,44.38
1,242,1057,3,0,NA,NA
1,242,1057,4,0,NA,NA
1,242,1167,2,1,81.65,79.24
1,242,1167,3,1,NA,NA
1,242,1167,4,1,NA,NA
1,242,1167,1,1,NA,67.95
1,242,1256,1,0,72.8,53.63
1,242,1256,2,0,NA,NA
1,242,1256,3,0,NA,NA
1,242,1256,4,0,NA,NA
1,242,1332,1,0,NA,55.15
1,242,1332,2,0,53.85,52.26
1,242,1332,3,0,NA,NA
1,242,1332,4,0,NA,NA
1,242,1341,1,0,48.8,59.76
1,242,1341,2,0,41.93,NA
1,242,1341,3,0,NA,NA
1,242,1341,4,0,NA,NA
1,242,1416,1,0,46.75,64.12
1,242,1416,2,0,39.7,63.67
1,242,1416,3,0,NA,NA
1,242,1416,4,0,NA,NA
1,242,2097,1,1,NA,58.4
1,242,2097,2,1,33.53,NA
1,242,2097,3,1,NA,NA
1,242,2097,4,1,NA,NA
1,242,2169,1,1,56.46,81.03
1,242,2169,2,1,53.57,NA
1,242,2169,3,1,NA,NA
1,242,2169,4,1,NA,NA
1,242,2230,1,1,78.33,76.96
1,242,2230,2,1,86.72,79.92
1,242,2230,3,1,NA,NA
1,242,2230,4,1,NA,NA
1,242,2363,1,1,72.24,71.22
1,242,2363,2,1,75.17,NA
1,242,2363,3,1,NA,NA
1,242,2363,4,1,NA,NA
1,242,2376,1,0,70.39,64.53
1,242,2376,2,0,69.9,NA
1,242,2376,3,0,NA,NA
1,242,2376,4,0,NA,NA
1,242,2487,1,1,55.67,72.81
1,242,2487,2,1,65.12,72.92
1,242,2487,3,1,NA,NA
1,242,2487,4,1,NA,NA
1,242,2645,1,0,78.7,73.31
1,242,2645,2,0,80.49,65.83
1,242,2645,3,0,NA,NA
1,242,2645,4,0,NA,NA
1,242,2708,1,0,39.38,52.49
1,242,2708,2,0,39.13,52.81
1,242,2708,3,0,NA,NA
1,242,2708,4,0,NA,NA
1,242,2840,1,0,69.82,63.28
1,242,2840,2,0,79.11,55.99
1,242,2840,3,0,NA,NA
1,242,2840,4,0,NA,NA
1,242,2848,1,1,66.38,67.85
1,242,2848,2,1,70.95,70.68
1,242,2848,3,1,NA,NA
1,242,2848,4,1,NA,NA
1,242,3047,1,1,78.55,82.8
1,242,3047,2,1,80.91,80.27
1,242,3047,3,1,NA,NA
1,242,3047,4,1,NA,NA
1,242,3211,1,0,75.85,67.15
1,242,3211,2,0,71.6,65.94
1,242,3211,3,0,NA,NA
1,242,3211,4,0,NA,NA
1,242,3488,1,1,70.29,73.77
1,242,3488,2,1,74.96,78.26
1,242,3488,3,1,NA,NA
1,242,3488,4,1,NA,NA
1,242,3891,1,0,42.03,59
1,242,3891,2,0,49.73,NA
1,242,3891,3,0,NA,NA
1,242,3891,4,0,NA,NA
1,242,3949,1,0,83.04,72.72
1,242,3949,2,0,91.31,79.2
1,242,3949,3,0,NA,NA
1,242,3949,4,0,NA,NA
1,242,3998,1,1,59.82,66.62
1,242,3998,2,1,63.72,62.69
1,242,3998,3,1,NA,NA
1,242,3998,4,1,NA,NA
1,242,4064,1,1,69.36,74.5
1,242,4064,2,1,66.38,81.75
1,242,4064,3,1,NA,NA
1,242,4064,4,1,NA,NA
1,242,4130,1,1,64.48,64.47
1,242,4130,2,1,75.98,73.61
1,242,4130,3,1,NA,NA
1,242,4130,4,1,NA,NA
1,242,4205,1,1,72.24,76.83
1,242,4205,2,1,80.67,77.03
1,242,4205,3,1,NA,NA
1,242,4205,4,1,NA,NA
1,242,4233,2,1,68.91,76.49
1,242,4233,3,1,NA,NA
1,242,4233,4,1,NA,NA
1,242,4233,1,1,NA,74.6
1,242,4243,1,1,66.33,67.76
1,242,4243,2,1,73.24,68.06
1,242,4243,3,1,NA,NA
1,242,4243,4,1,NA,NA
1,242,4298,1,0,55.71,52.22
1,242,4298,2,0,63.9,NA
1,242,4298,3,0,NA,NA
1,242,4298,4,0,NA,NA
1,242,4973,1,0,51.97,66.58
1,242,4973,2,0,61.99,63.1
1,242,4973,3,0,NA,NA
1,242,4973,4,0,NA,NA
1,242,5141,1,1,75.12,77.54
1,242,5141,2,1,79.88,73.75
1,242,5141,3,1,NA,NA
1,242,5141,4,1,NA,NA
1,242,5149,1,1,44.83,56.23
1,242,5149,2,1,44.21,NA
1,242,5149,3,1,NA,NA
1,242,5149,4,1,NA,NA
1,242,5671,1,0,79.41,74.88
1,242,5671,2,0,84.34,74.93
1,242,5671,3,0,NA,NA
1,242,5671,4,0,NA,NA
1,242,5727,1,1,44.77,61.02
1,242,5727,2,1,54.59,55.2
1,242,5727,3,1,NA,NA
1,242,5727,4,1,NA,NA
1,242,6038,1,0,42.83,38.25
1,242,6038,2,0,47.37,49.25
1,242,6038,3,0,NA,NA
1,242,6038,4,0,NA,NA
1,242,6433,1,0,67.9,45.68
1,242,6433,2,0,71.01,NA
1,242,6433,3,0,NA,NA
1,242,6433,4,0,NA,NA
1,242,6572,1,0,73.3,68.23
1,242,6572,2,0,78.31,70.53
1,242,6572,3,0,NA,NA
1,242,6572,4,0,NA,NA
1,242,6788,1,1,75.66,74.77
1,242,6788,2,1,79.24,67.79
1,242,6788,3,1,NA,NA
1,242,6788,4,1,NA,NA
5,243,1306,1,1,65.99,68.08
5,243,1306,2,1,64.29,63.96
5,243,1306,3,1,67.95,68.97
5,243,1306,4,1,64.6,70.3
5,243,1529,1,1,52.69,NA
5,243,1529,2,1,54.51,52.59
5,243,1529,3,1,70.9,47.72
5,243,1529,4,1,56.44,65.06
5,243,1793,1,0,60.65,55.19
5,243,1793,2,0,62.79,67.8
5,243,1793,3,0,64.73,62.49
5,243,1793,4,0,71.7,70.21
5,243,2984,1,0,NA,NA
5,243,2984,2,0,NA,NA
5,243,2984,3,0,55.99,48.79
5,243,2984,4,0,NA,NA
5,243,3696,2,0,60.75,66.87
5,243,3696,3,0,65.13,70.52
5,243,3696,4,0,67.15,65.71
5,243,3696,1,0,59.35,59.58
5,243,4812,1,1,48.62,60.86
5,243,4812,2,1,64,61.46
5,243,4812,3,1,66.71,69.73
5,243,4812,4,1,63.82,71.42
5,243,4937,1,1,41.68,63.84
5,243,4937,2,1,49.57,62.06
5,243,4937,3,1,59.2,68.87
5,243,4937,4,1,55.69,NA
5,243,5200,1,1,48.15,54.39
5,243,5200,2,1,46.75,NA
5,243,5200,3,1,42.28,NA
5,243,5200,4,1,46.32,NA
5,243,5235,1,0,49.48,60.08
5,243,5235,2,0,59.79,64.23
5,243,5235,3,0,64.01,62.18
5,243,5235,4,0,NA,NA
5,243,5270,1,0,39.47,34.85
5,243,5270,2,0,41.17,38.99
5,243,5270,3,0,41.68,NA
5,243,5270,4,0,32.07,38.64
5,243,5462,1,0,50.55,62.07
5,243,5462,2,0,54.71,61.69
5,243,5462,3,0,58.27,64.75
5,243,5462,4,0,66.07,67.96
5,243,6147,1,0,55.08,63.31
5,243,6147,2,0,NA,NA
5,243,6147,3,0,58.94,64.05
5,243,6147,4,0,60.67,60.92
5,243,6887,3,0,54.99,62.56
5,243,6887,4,0,NA,NA
5,243,6887,1,0,49.6,60.07
5,243,6887,2,0,57.6,61.56
3,244,1362,2,0,65.61,58.19
3,244,1362,3,0,62.73,50.2
3,244,1362,1,0,55.52,52.56
3,244,1362,4,0,66.77,53.18
3,244,1364,1,1,65.49,62.56
3,244,1364,2,1,65.58,64.69
3,244,1364,3,1,68.99,66.65
3,244,1364,4,1,NA,69.96
3,244,1369,1,0,71.76,70.69
3,244,1369,2,0,75.02,68.78
3,244,1369,3,0,79.11,73.44
3,244,1369,4,0,75.22,68.63
3,244,1472,1,1,53.87,57.64
3,244,1472,2,1,61.39,52.62
3,244,1472,3,1,68.38,46.39
3,244,1472,4,1,NA,NA
3,244,1519,1,0,58.13,63.1
3,244,1519,2,0,66.73,62.17
3,244,1519,3,0,67.89,62.12
3,244,1519,4,0,NA,55.92
3,244,1534,1,0,69.96,68.97
3,244,1534,2,0,74.98,73.49
3,244,1534,3,0,79.32,70.04
3,244,1534,4,0,74.43,70.97
3,244,1619,1,1,39.28,55.29
3,244,1619,2,1,47.19,56.51
3,244,1619,3,1,47.49,57.15
3,244,1619,4,1,52.13,52.31
3,244,1924,1,0,63.07,66.45
3,244,1924,2,0,67.81,72.64
3,244,1924,3,0,70.05,67.84
3,244,1924,4,0,75.38,72.74
3,244,1963,1,1,49.55,40.34
3,244,1963,2,1,63.62,46.38
3,244,1963,3,1,64.25,NA
3,244,1963,4,1,NA,38.07
3,244,2187,1,1,53.15,55.86
3,244,2187,2,1,45,44.91
3,244,2187,3,1,NA,NA
3,244,2187,4,1,NA,NA
3,244,2390,4,1,NA,79.76
3,244,2390,1,1,56.28,66.04
3,244,2390,2,1,67,68.32
3,244,2390,3,1,65.31,72.26
3,244,2618,1,1,NA,66.95
3,244,2618,2,1,78.84,69.48
3,244,2618,3,1,81.62,73.74
3,244,2618,4,1,87.88,77.84
3,244,2729,1,0,78.67,74.94
3,244,2729,2,0,79.78,80.78
3,244,2729,3,0,83.81,82.3
3,244,2729,4,0,NA,80.33
3,244,2841,1,1,46.68,38.94
3,244,2841,2,1,44.78,49.36
3,244,2841,3,1,NA,NA
3,244,2841,4,1,NA,NA
3,244,2967,1,1,47.95,57.29
3,244,2967,2,1,56.5,60.25
3,244,2967,3,1,63.12,NA
3,244,2967,4,1,46.23,59.86
3,244,3056,1,1,58.4,54.85
3,244,3056,2,1,67.57,NA
3,244,3056,3,1,70.14,57.48
3,244,3056,4,1,NA,NA
3,244,3077,4,0,54.1,50.64
3,244,3077,1,0,44.24,52.7
3,244,3077,2,0,42.49,54.35
3,244,3077,3,0,36.52,52.78
3,244,3286,1,1,67.64,63.2
3,244,3286,2,1,70.1,66.62
3,244,3286,3,1,63.99,67.02
3,244,3286,4,1,66.1,70.8
3,244,3402,1,0,66.32,64.86
3,244,3402,2,0,76.01,69.5
3,244,3402,3,0,78.16,73.26
3,244,3402,4,0,79.34,70.09
3,244,3457,1,1,66.58,74.53
3,244,3457,2,1,65.48,76.53
3,244,3457,3,1,71.66,73.82
3,244,3457,4,1,NA,73.38
3,244,3774,1,0,59.99,66.22
3,244,3774,2,0,64.98,71.93
3,244,3774,3,0,68.4,68.31
3,244,3774,4,0,69.81,74.74
3,244,4097,4,0,54.39,NA
3,244,4097,1,0,50.3,41.26
3,244,4097,2,0,50.18,48.59
3,244,4097,3,0,45.13,52.15
3,244,4425,1,0,58.21,56.8
3,244,4425,2,0,64.38,57.51
3,244,4425,3,0,64.01,59.2
3,244,4425,4,0,62.79,58.7
3,244,4426,1,1,68.34,74.46
3,244,4426,2,1,74.88,74.87
3,244,4426,3,1,81.54,82.33
3,244,4426,4,1,81.7,80.25
3,244,4566,1,0,58.1,57.2
3,244,4566,2,0,62.72,59.05
3,244,4566,3,0,60.79,55.16
3,244,4566,4,0,63.03,55.78
3,244,5546,4,1,NA,48.07
3,244,5546,1,1,NA,49.53
3,244,5546,2,1,61.78,53
3,244,5546,3,1,NA,48.11
3,244,5583,2,1,56.27,54.68
3,244,5583,3,1,NA,49.91
3,244,5583,1,1,50.41,53.77
3,244,5583,4,1,NA,NA
3,244,6437,1,0,64.93,57.29
3,244,6437,2,0,65.46,59.7
3,244,6437,3,0,64.68,60.73
3,244,6437,4,0,65,59.87
3,244,6579,1,0,41.15,40.8
3,244,6579,2,0,42.96,47.78
3,244,6579,3,0,41.23,41.39
3,244,6579,4,0,46.28,46.86
3,244,6581,2,1,69.94,74.8
3,244,6581,3,1,73.36,74.76
3,244,6581,4,1,70.36,76.7
3,244,6581,1,1,66.78,71.92
3,244,6641,1,0,60.45,53.73
3,244,6641,2,0,59.46,54.71
3,244,6641,3,0,63.79,52.37
3,244,6641,4,0,60.53,48.71
3,244,6811,1,0,51.12,42.83
3,244,6811,2,0,56.81,50.97
3,244,6811,3,0,62.6,43.67
3,244,6811,4,0,63.23,51.04
1,246,1066,1,0,55.95,43.09
1,246,1066,2,0,62.02,55.75
1,246,1066,3,0,66.79,49.7
1,246,1066,4,0,65.68,53.91
1,246,1282,1,0,54.24,56.1
1,246,1282,2,0,61.84,48.53
1,246,1282,3,0,62.2,64.35
1,246,1282,4,0,74.58,69.69
1,246,1391,1,0,46.55,NA
1,246,1391,2,0,50.24,66.15
1,246,1391,3,0,63.19,64.62
1,246,1391,4,0,68.58,69.94
1,246,1464,1,1,64.11,65.73
1,246,1464,2,1,69.47,63.5
1,246,1464,3,1,71.22,65.39
1,246,1464,4,1,72.98,71.45
1,246,1848,1,1,61.89,73.04
1,246,1848,2,1,74.6,67.4
1,246,1848,3,1,78.63,74.6
1,246,1848,4,1,76.31,NA
1,246,1952,3,1,39.11,30.77
1,246,1952,4,1,40.63,26.38
1,246,1952,1,1,35.86,28.39
1,246,1952,2,1,35.38,31.94
1,246,2247,1,1,44.08,62.33
1,246,2247,2,1,53.89,62.22
1,246,2247,3,1,52.65,66.05
1,246,2247,4,1,45.03,NA
1,246,2842,1,1,42.41,49.54
1,246,2842,2,1,52.91,42.37
1,246,2842,3,1,NA,62.73
1,246,2842,4,1,NA,NA
1,246,3000,1,1,33.79,31.36
1,246,3000,2,1,38.98,35.86
1,246,3000,3,1,NA,NA
1,246,3000,4,1,33.29,NA
1,246,3476,1,0,35.92,36.29
1,246,3476,2,0,30.49,42.28
1,246,3476,3,0,31.39,42.78
1,246,3476,4,0,36.54,NA
1,246,3703,1,0,34.1,48.61
1,246,3703,2,0,46.23,55.34
1,246,3703,3,0,56.82,58.07
1,246,3703,4,0,NA,59.93
1,246,3849,1,0,78.55,73.78
1,246,3849,2,0,78.54,74.68
1,246,3849,3,0,84.99,77.5
1,246,3849,4,0,82.38,80.49
1,246,3933,1,0,47.98,42.67
1,246,3933,2,0,56.76,49.46
1,246,3933,3,0,52.72,54.94
1,246,3933,4,0,45.29,NA
1,246,4625,4,1,42.32,NA
1,246,4625,1,1,46.24,35.42
1,246,4625,2,1,45.89,45.37
1,246,4625,3,1,39.32,NA
1,246,4883,2,1,56.04,48.43
1,246,4883,3,1,55.2,53.13
1,246,4883,4,1,51.56,NA
1,246,4883,1,1,52.18,NA
1,246,4994,1,0,63,49.32
1,246,4994,2,0,52,51.59
1,246,4994,3,0,53.3,44.53
1,246,4994,4,0,50.46,56.71
1,246,5061,1,0,71.24,73.48
1,246,5061,2,0,68.6,73.24
1,246,5061,3,0,85.28,74.68
1,246,5061,4,0,80.12,74.58
1,246,5229,1,1,44.75,42.74
1,246,5229,2,1,NA,43.49
1,246,5229,3,1,NA,54.75
1,246,5229,4,1,55.59,NA
1,246,5253,1,1,53.16,43.22
1,246,5253,2,1,52.56,45.39
1,246,5253,3,1,69.24,37.52
1,246,5253,4,1,NA,50.48
1,246,5338,1,0,59.98,47.11
1,246,5338,2,0,60.68,49.95
1,246,5338,3,0,NA,54.59
1,246,5338,4,0,NA,NA
1,246,5788,1,0,36.57,43.63
1,246,5788,2,0,40.27,36.06
1,246,5788,3,0,35.1,36.33
1,246,5788,4,0,31.6,NA
1,246,5838,1,0,NA,42.55
1,246,5838,2,0,33.85,38.21
1,246,5838,3,0,37.18,NA
1,246,5838,4,0,36.6,NA
1,246,5972,1,0,NA,39.51
1,246,5972,2,0,48.25,NA
1,246,5972,3,0,42.42,50.4
1,246,5972,4,0,NA,NA
1,246,6599,2,0,69.13,63.38
1,246,6599,3,0,69.95,68.16
1,246,6599,4,0,68.4,67.11
1,246,6599,1,0,NA,63.33
1,247,1150,1,0,59.79,62.03
1,247,1150,2,0,56.18,61.08
1,247,1150,3,0,NA,NA
1,247,1150,4,0,NA,NA
1,247,1244,4,1,76.52,69.57
1,247,1244,2,1,71.28,65.27
1,247,1244,3,1,73.34,66.62
1,247,1244,1,1,57.95,63.09
1,247,1757,1,1,40.35,37.31
1,247,1757,2,1,33.38,NA
1,247,1757,3,1,43.4,31.06
1,247,1757,4,1,NA,NA
1,247,1806,1,1,66.53,65.21
1,247,1806,2,1,NA,66.62
1,247,1806,3,1,73.66,62.89
1,247,1806,4,1,NA,NA
1,247,2126,1,0,61.99,52.98
1,247,2126,2,0,68.26,58.41
1,247,2126,3,0,73.4,67.29
1,247,2126,4,0,NA,NA
1,247,2162,1,1,65.41,70.7
1,247,2162,2,1,62.96,71.51
1,247,2162,3,1,73.12,70.28
1,247,2162,4,1,NA,NA
1,247,2614,1,1,47.97,56.59
1,247,2614,2,1,57.31,53.97
1,247,2614,3,1,58.75,57.27
1,247,2614,4,1,NA,NA
1,247,2627,1,0,40.13,38.85
1,247,2627,2,0,50.61,35.89
1,247,2627,3,0,36.55,35.81
1,247,2627,4,0,NA,NA
1,247,2775,1,1,38.56,37.93
1,247,2775,2,1,53.39,34.32
1,247,2775,3,1,NA,41.94
1,247,2775,4,1,50.53,45.24
1,247,3742,1,1,NA,NA
1,247,3742,2,1,NA,NA
1,247,3742,3,1,NA,69.73
1,247,3742,4,1,NA,NA
1,247,3825,1,0,NA,44.05
1,247,3825,2,0,43.7,NA
1,247,3825,3,0,NA,51.07
1,247,3825,4,0,NA,NA
1,247,3906,2,1,NA,50.79
1,247,3906,1,1,44.63,39.45
1,247,3906,3,1,NA,46.23
1,247,3906,4,1,NA,NA
1,247,3908,1,1,36.68,47.05
1,247,3908,2,1,38.88,62.04
1,247,3908,3,1,38.3,NA
1,247,3908,4,1,NA,NA
1,247,3923,1,1,74.32,75.84
1,247,3923,2,1,69.93,68.69
1,247,3923,3,1,62.17,NA
1,247,3923,4,1,NA,NA
1,247,3976,1,0,49.85,50.54
1,247,3976,2,0,53,45.45
1,247,3976,3,0,NA,NA
1,247,3976,4,0,NA,NA
1,247,4014,3,1,NA,63.7
1,247,4014,1,1,67.61,65.08
1,247,4014,2,1,70.76,69.95
1,247,4014,4,1,NA,NA
1,247,4084,1,1,36.04,31.33
1,247,4084,2,1,35.23,27.43
1,247,4084,3,1,34.72,24.44
1,247,4084,4,1,NA,NA
1,247,4186,1,0,43.12,NA
1,247,4186,2,0,53.37,63.64
1,247,4186,3,0,50.33,56.67
1,247,4186,4,0,NA,NA
1,247,4202,2,0,69.88,64.05
1,247,4202,3,0,NA,NA
1,247,4202,4,0,NA,40.64
1,247,4202,1,0,61.35,63.44
1,247,4235,1,0,68.63,72.67
1,247,4235,2,0,64.66,65.95
1,247,4235,3,0,69.96,72.6
1,247,4235,4,0,NA,NA
1,247,4269,3,1,NA,NA
1,247,4269,1,1,56.3,63.49
1,247,4269,2,1,67.45,63.23
1,247,4269,4,1,NA,NA
1,247,4547,1,1,NA,49.79
1,247,4547,2,1,NA,51.79
1,247,4547,3,1,NA,NA
1,247,4547,4,1,NA,NA
1,247,4753,1,0,53.86,48.69
1,247,4753,2,0,63.13,57.32
1,247,4753,3,0,58.33,51.06
1,247,4753,4,0,NA,NA
1,247,4951,1,0,71.89,69.96
1,247,4951,2,0,76,68.9
1,247,4951,3,0,84.27,72.17
1,247,4951,4,0,NA,NA
1,247,5181,1,0,67.71,63.07
1,247,5181,2,0,69.24,70.74
1,247,5181,3,0,73.28,72.12
1,247,5181,4,0,NA,NA
1,247,5238,2,0,80.34,71.07
1,247,5238,3,0,81.06,75.53
1,247,5238,4,0,NA,71.25
1,247,5238,1,0,64.42,67.02
1,247,5638,1,0,61.89,55.75
1,247,5638,2,0,64.55,53.5
1,247,5638,3,0,66.01,59.98
1,247,5638,4,0,NA,NA
1,247,6002,2,1,73.57,75.76
1,247,6002,3,1,76.68,79.05
1,247,6002,4,1,NA,NA
1,247,6002,1,1,70.07,73.27
1,247,6306,1,0,34.69,50.12
